Date,124-Trimethylbenzene,224-Trimethylpentane,234-Trimethylpentane,23-Dimethylbutane,23-Dimethylpentane,2-Methylheptane,3-Methylhexane,3-Methylpentane,Acetylene,Benzene,Cis-2-Butene,Cis-2-Pentene,Ethane,Ethylbenzene,Ethylene,Isobutane,Isopentane,Isoprene,Isopropylbenzene,M_P Xylene,M-Diethylbenzene,M-Ethyltoluene,N-Butane,N-Decane,N-Heptane,N-Hexane,N-Nonane,N-Octane,N-Pentane,N-Propylbenzene,N-Undecane,O-Ethyltoluene,O-Xylene,Propane,Propylene,Styrene,Toluene,Trans-2-Butene,Trans-2-Pentene,Unidentified,TNMOC
6/24/2005 6:00,0.005000003,7.220004520,2.710001696,2.480001552,1.040000651,0.630000394,1.670001045,5.810003637,4.090002560,5.280003305,0.360000225,0.730000457,15.990010010,2.060001290,18.980011880,36.330022740,22.700014210,5.140003218,0.005000003,6.540004094,0.490000307,1.390000870,13.240008290,0.650000407,1.720001077,17.590011010,0.700000438,0.960000601,8.760005484,0.290000182,0.480000300,0.650000407,3.210002009,30.040018810,21.910013720,0.510000319,11.510007210,0.570000357,1.250000783,35.294689940,290.984850000
6/25/2005 3:00,0.005000003,2.810001759,0.980000613,0.840000526,0.530000332,0.310000194,0.860000538,2.710001696,2.320001452,2.900001815,0.005000003,0.380000238,12.430007780,0.990000620,3.660002291,3.920002454,9.680006060,0.920000576,0.005000003,3.980002491,0.005000003,0.970000607,6.700004194,0.360000225,1.130000707,12.990008130,0.320000200,0.570000357,4.990003124,0.230000144,0.410000257,0.310000194,1.240000776,10.940006850,1.470000920,0.400000250,7.730004839,0.005000003,0.580000363,73.115736410,174.700800000
6/25/2005 6:00,0.005000003,2.840001778,0.900000563,0.680000426,0.480000300,0.290000182,0.780000488,1.590000995,2.780001740,2.730001709,0.005000003,0.230000144,9.200005759,0.920000576,3.810002385,2.410001509,6.460004044,5.340003343,0.005000003,3.360002103,0.005000003,0.640000401,4.250002661,0.350000219,0.690000432,1.950001221,0.290000182,0.420000263,3.310002072,0.290000182,0.230000144,0.460000288,1.210000757,7.160004482,1.620001014,0.005000003,6.560004107,0.005000003,0.370000232,45.576353280,120.206400000
6/26/2005 3:00,1.670001045,5.970003737,1.400000876,2.610001634,0.900000563,0.530000332,1.470000920,15.230009530,1.770001108,3.620002266,0.470000294,2.030001271,16.150010110,0.940000588,49.490030980,15.270009560,19.120011970,0.830000520,0.260000163,3.430002147,0.160000100,1.450000908,16.960010620,0.830000520,1.620001014,38.080023840,0.780000488,0.890000557,16.450010300,0.250000157,0.240000150,0.240000150,1.100000689,19.960012490,17.160010740,1.310000820,6.780004244,0.550000344,3.030001897,178.994330400,449.994500000
6/26/2005 6:00,0.690000432,1.830001146,0.570000357,0.560000351,0.360000225,0.230000144,0.570000357,2.090001308,1.620001014,2.890001809,0.005000003,0.190000119,9.640006035,0.650000407,4.050002535,3.950002473,6.810004263,4.200002629,0.005000003,1.770001108,0.005000003,0.710000444,7.120004457,0.500000313,0.600000376,2.510001571,0.330000207,0.360000225,3.650002285,0.160000100,0.180000113,0.330000207,0.630000394,7.800004883,1.450000908,0.300000188,4.290002686,0.005000003,0.210000131,54.866603790,128.686650000
6/27/2005 3:00,0.005000003,4.800003005,1.770001108,1.050000657,0.790000495,0.470000294,1.410000883,5.000003130,3.560002229,3.480002178,0.210000131,0.510000319,13.490008440,1.460000914,18.900011830,6.660004169,13.220008280,0.670000419,0.005000003,5.380003368,0.005000003,1.780001114,6.580004119,1.040000651,1.670001045,25.600016030,0.620000388,1.200000751,6.800004257,0.560000351,0.005000003,0.660000413,2.260001415,11.090006940,3.190001997,0.380000238,10.000006260,0.005000003,0.930000582,167.847201600,325.062300000
6/27/2005 6:00,0.005000003,3.970002485,1.290000808,3.890002435,0.860000538,0.780000488,1.620001014,5.240003280,3.640002279,4.130002585,0.230000144,0.960000601,16.340010230,1.110000695,6.990004376,6.610004138,28.880018080,4.390002748,0.005000003,4.090002560,0.005000003,1.010000632,13.530008470,0.320000200,1.610001008,16.250010170,0.420000263,0.640000401,11.520007210,0.280000175,0.500000313,0.440000275,1.430000895,14.340008980,3.780002366,0.005000003,8.690005440,0.430000269,1.710001070,136.850292400,308.790400000
6/28/2005 3:00,2.140001340,3.670002297,1.280000801,0.410000257,0.650000407,1.100000689,0.760000476,4.940003092,2.480001552,2.780001740,0.160000100,0.520000326,8.790005503,1.440000901,5.180003243,3.650002285,10.240006410,1.300000814,0.005000003,5.800003631,0.005000003,2.920001828,5.980003743,1.190000745,1.600001002,23.440014670,1.640001027,2.330001459,5.830003650,0.330000207,0.830000520,0.530000332,1.620001014,7.920004958,2.840001778,1.300000814,10.960006860,0.150000094,1.030000645,194.916818800,324.656900000
6/28/2005 6:00,0.760000476,1.710001070,0.570000357,2.160001352,0.240000150,0.005000003,0.350000219,1.820001139,1.290000808,1.570000983,0.005000003,0.220000138,4.310002698,0.750000470,3.270002047,1.570000983,4.260002667,4.100002567,0.005000003,2.180001365,0.005000003,0.950000595,4.040002529,0.350000219,0.560000351,1.540000964,0.270000169,0.290000182,2.650001659,0.005000003,0.290000182,0.380000238,0.830000520,3.930002460,1.190000745,0.450000282,4.270002673,0.005000003,0.320000200,94.894566530,148.364600000
6/29/2005 3:00,4.440002779,9.720006085,3.340002091,1.580000989,1.530000958,0.970000607,0.810000507,6.060003794,5.980003743,7.060004420,0.290000182,1.200000751,18.550011610,3.090001934,12.770007990,9.380005872,24.660015440,1.300000814,0.700000438,9.780006122,0.420000263,4.030002523,14.210008900,0.990000620,2.330001459,8.380005246,0.950000595,1.100000689,13.070008180,0.750000470,0.830000520,1.160000726,3.730002335,17.250010800,4.330002711,3.020001891,20.840013050,0.210000131,2.360001477,89.166860300,312.337000000
6/29/2005 6:00,1.830001146,4.600002880,1.490000933,1.660001039,0.670000419,0.450000282,0.440000275,5.530003462,3.530002210,5.440003405,0.005000003,0.390000244,14.600009140,1.460000914,3.810002385,7.620004770,11.390007130,6.040003781,0.250000157,4.160002604,0.270000169,1.510000945,9.240005784,0.860000538,1.050000657,5.240003280,0.490000307,0.480000300,6.270003925,0.310000194,0.430000269,0.690000432,1.570000983,13.860008680,3.830002398,0.560000351,8.910005578,0.150000094,0.700000438,18.362847500,150.147930000
6/30/2005 3:00,0.005000003,1.960001227,0.740000463,1.550000970,0.590000369,0.330000207,1.140000714,3.600002254,2.920001828,2.460001540,0.005000003,0.280000175,16.960010620,0.860000538,5.120003205,5.500003443,15.340009600,0.560000351,0.250000157,3.150001972,0.005000003,0.850000532,7.710004826,0.450000282,1.050000657,4.840003030,0.410000257,0.500000313,5.380003368,0.230000144,0.350000219,0.280000175,0.990000620,12.970008120,1.800001127,0.460000288,5.500003443,0.005000003,0.510000319,11.473522640,119.083590000
